id;дата;час;заголовок;ссылка;показы;открытия;дочитывания;минуты;лайки;комментарии;подписки;CTR;дочитываемость;лайки_на_дочит;комм_на_дочит;подписки_на_дочит;сцена;функция;порог_входа;фокус;объект_осуждения;цифра_в_заголовке;негативная_рамка;вопрос;обращение_вы;конкретный_якорь;спорность;серийная_рубрика;уверенность_разметки
A153;2026-01-19;11;Оценки за поведение введут во все школы с 1 сентября;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/696cb82fc71bdc43a5b3c83b;8006;315;170;230;21;15;0;0.0393;0.5397;0.1235;0.0882;0.0;прочее;познавательное;бытовая;нейтрально;нет;1;0;0;0;1;0;0;высокая
A152;2026-01-20;12;Как отличить фарфор от фаянса;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/696cc2f93afdea314977f599;4618;223;147;111;3;0;0;0.0483;0.6592;0.0204;0.0;0.0;стол_еда;познавательное;узкая;читатель;нет;0;0;0;0;1;0;0;высокая
A151;2026-01-21;12;Обострение хронической тупости после праздников;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6970a079077e8f045f1346b6;10462;588;248;147;33;23;1;0.0562;0.4218;0.1331;0.0927;0.004;прочее;разбор_чужого_поведения;бытовая;третьи_лица;другое;0;1;0;0;0;0;0;низкая
A150;2026-01-22;15;Этикет чаепития;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/696cc10bb3868b4e7787df26;3950;73;52;52;9;0;0;0.0185;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A149;2026-01-23;12;Как обсуждать здоровье по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6973417e6f55303e74bd11a6;18517;1128;693;812;50;16;1;0.0609;0.6144;0.0722;0.0231;0.0014;отношения_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A148;2026-01-24;12;Как не стать плохим гостем;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/696cc8552821ba5513d1a56b;11370;616;431;584;54;39;0;0.0542;0.6997;0.1253;0.0905;0.0;гости_праздники;польза;бытовая;читатель;нет;0;1;0;0;0;0;0;высокая
A147;2026-01-26;14;Как пережить хамство на работе после выходных;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6977490a26b5c6151e7c74f7;527806;23890;10863;10001;285;113;54;0.0453;0.4547;0.0262;0.0104;0.005;работа;польза;бытовая;читатель;коллеги_начальство;0;1;0;0;1;0;0;высокая
A146;2026-01-27;10;С какой едой сочетать красное вино;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6975fc3fcfce4a65cb2b3339;5562;223;111;108;7;0;1;0.0401;0.4978;0.0631;0.0;0.009;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A145;2026-01-28;13;Как элегантно попросить повышение;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6979e7e94437833b46b4ea3c;12273;699;424;699;47;10;0;0.057;0.6066;0.1108;0.0236;0.0;работа;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A144;2026-01-29;12;Можно ли мыть посуду при гостях;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6976025f618339313fb10f15;3837562;321480;195100;68264;1464;0;481;0.0838;0.6069;0.0075;0.0;0.0025;гости_праздники;разъяснение_нормы;бытовая;читатель;нет;0;0;1;0;1;1;0;высокая
A143;2026-01-30;12;Джентльмен не пропустит леди...;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/697c7b967ec66d64f95ebcf8;700418;62996;35635;22750;1744;460;79;0.0899;0.5657;0.0489;0.0129;0.0022;отношения_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;0;1;0;высокая
A142;2026-01-31;11;Привычка перебивать собеседника;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/697dbdf953d8595cadc893a3;3138888;228430;109439;89779;3298;867;586;0.0728;0.4791;0.0301;0.0079;0.0054;отношения_общение;разбор_чужого_поведения;бытовая;третьи_лица;другое;0;0;0;0;1;0;0;высокая
A141;2026-02-02;11;Не стоит извиняться за всё подряд;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/698062c871f0967fd973fd04;70845;2135;787;780;97;27;12;0.0301;0.3686;0.1233;0.0343;0.0152;отношения_общение;польза;бытовая;читатель;нет;0;1;0;0;0;1;0;высокая
A140;2026-02-03;13;Сухие цветы: можно ли дарить по этикету;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/698065a821168d71a51d663b;3284;72;39;14;1;0;0;0.0219;;;;;гости_праздники;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A139;2026-02-04;12;100 правил этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69831775477a861ce0ae0dd0;1379665;58527;43840;60136;1351;137;209;0.0424;0.7491;0.0308;0.0031;0.0048;прочее;польза;бытовая;нейтрально;нет;1;0;0;0;0;0;0;низкая
A138;2026-02-05;13;Мясо не всегда режется ножом;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69846d4cb64e210ec9499ead;1934;63;35;36;4;0;0;0.0326;;;;;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;1;1;0;высокая
A137;2026-02-06;12;Наглость или забота гостей?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6985b78fdb12ae7446e6d908;119268;33795;14455;6517;1142;129;39;0.2834;0.4277;0.079;0.0089;0.0027;гости_праздники;разбор_чужого_поведения;бытовая;третьи_лица;гости;0;1;1;0;0;0;0;высокая
A136;2026-02-07;10;Масленица;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6986ebb8a9cb7849f0d6ecda;141515;5487;1460;1110;92;20;43;0.0388;0.2661;0.063;0.0137;0.0295;гости_праздники;познавательное;бытовая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A135;2026-02-09;11;Китайский Новый Год;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69899ea0db12ae7446c3b144;68201;1746;608;172;41;11;26;0.0256;0.3482;0.0674;0.0181;0.0428;гости_праздники;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A134;2026-02-10;7;Как есть помидоры черри;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69899fac0f83b1583df89211;973816;77356;58428;23020;801;0;129;0.0794;0.7553;0.0137;0.0;0.0022;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A133;2026-02-11;12;3 секретных сигнала хороших манер;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/696cc9660a33112e4677c858;76281;10986;6402;3339;438;46;35;0.144;0.5827;0.0684;0.0072;0.0055;отношения_общение;польза;бытовая;читатель;нет;1;0;0;0;0;0;0;высокая
A132;2026-02-12;6;Передавайте кружки правильно;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/698c50f64af95548ef34bcdb;1853;22;15;11;3;0;0;0.0119;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A131;2026-02-13;6;Голосовые сообщения: минусы и плюсы;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/698c559c4763ed47210b3a0c;47890;2387;838;710;64;26;11;0.0498;0.3511;0.0764;0.031;0.0131;цифровое_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A130;2026-02-14;6;Этикет Дня Святого Валентина;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/698c597d6c1dd34f5344c10d;56368;1263;577;703;55;47;9;0.0224;0.4568;0.0953;0.0815;0.0156;гости_праздники;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A129;2026-02-16;12;Туалет или уборная?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6992dd503d552d18d65755c9;53943;10898;6694;3121;434;198;17;0.202;0.6142;0.0648;0.0296;0.0025;отношения_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A128;2026-02-17;6;Как подавать и есть тирамису;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/699368d0dc116e459fe3e2ab;6414;148;85;84;4;0;1;0.0231;0.5743;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A127;2026-02-18;6;ЗимФестАмур;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6994d347ea4f9867ed99201b;53628;489;88;50;19;7;10;0.0091;0.18;;;;прочее;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A126;2026-02-19;6;Этикет конфет;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/6994d4fd9e126268a59bc19f;2223;67;39;43;2;0;0;0.0301;;;;;стол_еда;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A125;2026-02-20;11;Этикет для персонала;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/699818e097ddef09c5fb5fc4;15565;582;291;333;42;3;0;0.0374;0.5;0.1443;0.0103;0.0;работа;польза;узкая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A124;2026-02-21;6;Этикет на 23 февраля;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69981b31f7c9b17c66ceb61b;118625;9712;5562;5512;179;234;11;0.0819;0.5727;0.0322;0.0421;0.002;гости_праздники;польза;бытовая;читатель;нет;1;0;0;0;1;0;0;высокая
A123;2026-02-23;13;Этикет для школьников;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/699c227f4948182381c528f7;1132749;67188;27583;21572;991;500;153;0.0593;0.4105;0.0359;0.0181;0.0055;прочее;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A122;2026-02-24;16;Как стильно накрыть стол за 15 минут;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/699c45284948182381f124c6;2552;36;26;27;3;0;0;0.0141;;;;;стол_еда;польза;бытовая;читатель;нет;1;0;0;0;1;0;0;высокая
A121;2026-02-25;11;Нужен ли дресс-код в спортзалах?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/699eb6bc7e3fad32911e760b;491044;17834;8814;5345;113;320;33;0.0363;0.4942;0.0128;0.0363;0.0037;внешний_вид;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A120;2026-02-26;12;Нужны ли подставки под напитки?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69a00c32d0f5970c40c3fedd;1751;21;9;5;1;0;0;0.012;;;;;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A119;2026-02-27;6;Какие правила этикета постоянно нарушают?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/696ccdd456e4430fc1e5747f;963865;99189;50407;42779;1473;693;158;0.1029;0.5082;0.0292;0.0137;0.0031;прочее;разбор_чужого_поведения;бытовая;третьи_лица;другое;0;1;1;0;0;0;0;высокая
A118;2026-02-28;6;Почему нож справа, а вилка слева?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/696cc2813afdea3149775dbb;2012885;164828;95473;94658;2191;529;256;0.0819;0.5792;0.0229;0.0055;0.0027;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;0;0;высокая
A116;2026-03-02;13;Наставничество (тьюторство) – профессия будущего;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69a55d3b2ca7165f888a5d98;88664;1127;330;320;45;51;8;0.0127;0.2928;0.1364;0.1545;0.0242;работа;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A117;2026-03-02;11;Когда-нибудь она станет президентом;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69a54b948ab50139c0ab5743;209;20;18;19;1;1;0;;;;;;прочее;познавательное;бытовая;третьи_лица;нет;0;0;0;0;0;0;0;низкая
A115;2026-03-03;11;Как сделать ужин как в ресторане;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69a553fce55b6a07bf2ac9ee;3903;32;14;11;2;0;0;0.0082;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A114;2026-03-04;11;Когда-нибудь она станет президентом;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69a7eeb9c7cdd850ac55588b;13478;1695;897;0;92;29;5;0.1258;0.5292;0.1026;0.0323;0.0056;прочее;познавательное;узкая;третьи_лица;нет;0;0;0;0;0;0;0;низкая
A113;2026-03-05;11;Тонкости китайского столового этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69a943881f9647023418af7f;1429;19;10;26;3;0;0;0.0133;;;;;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A112;2026-03-06;6;Старший брат для всех детей;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69a9efe4c8860f221f5d231a;102812;6125;2199;550;136;52;37;0.0596;0.359;0.0618;0.0236;0.0168;дом_семья;познавательное;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A111;2026-03-07;6;Идеи подарков на 8 марта;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69aaa18e0f5a7468bd63d421;14550;877;525;574;33;8;2;0.0603;0.5986;0.0629;0.0152;0.0038;гости_праздники;польза;бытовая;читатель;нет;1;0;0;0;1;0;0;высокая
A110;2026-03-09;6;Что делать с лимоном из чая?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69adff8f14c4182ff737b898;1067084;115300;45094;40529;1030;232;146;0.1081;0.3911;0.0228;0.0051;0.0032;стол_еда;польза;бытовая;читатель;нет;0;0;1;0;1;1;0;высокая
A109;2026-03-10;12;Тонкости лимонного этикета;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69afe8cd54c19f73b997c3ce;2257;37;29;38;3;0;0;0.0164;;;;;стол_еда;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A108;2026-03-11;6;Этикет без пафоса;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69afecf0d6a65018c4ac905d;1009160;45154;22616;17012;891;257;69;0.0447;0.5009;0.0394;0.0114;0.0031;прочее;разъяснение_нормы;бытовая;нейтрально;нет;0;0;0;0;0;0;0;низкая
A107;2026-03-12;11;Как есть мелкую «хитрую» еду;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69b27bdc50d2f45d98362bdf;1157655;74146;46624;42343;967;0;166;0.064;0.6288;0.0207;0.0;0.0036;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A106;2026-03-13;6;Топ-5 ошибок мужского образа;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69b3342a7f84cf33ad3b33dc;317415;17315;12389;13532;250;162;44;0.0546;0.7155;0.0202;0.0131;0.0036;внешний_вид;разбор_чужого_поведения;бытовая;третьи_лица;мужчины;1;1;0;0;0;0;0;высокая
A105;2026-03-14;7;Этикет в эпоху ИИ: как вежливо общаться с человеком, если половину писем пишет нейросеть;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69b335dc7c578d071bad91f3;14780;587;199;237;34;28;3;0.0397;0.339;0.1709;0.1407;0.0151;цифровое_общение;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A104;2026-03-15;11;Один жест сервиса, который меня покорил;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69b5394d81119e04eff8b199;9092;690;366;279;64;24;2;0.0759;0.5304;0.1749;0.0656;0.0055;стол_еда;познавательное;бытовая;третьи_лица;нет;1;0;0;0;1;0;0;низкая
A103;2026-03-16;6;Как одеться на похороны;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69b6ee9b00135712385c57f4;116064;10787;7328;5342;137;128;27;0.0929;0.6793;0.0187;0.0175;0.0037;внешний_вид;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A102;2026-03-17;6;Как изящно есть морепродукты;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69b7fe203914d7783684ff9b;2040;31;19;28;3;0;0;0.0152;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A101;2026-03-18;6;Этикет веера;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69b9834ea8886c3949330f51;34031;1254;434;419;43;21;8;0.0368;0.3461;0.0991;0.0484;0.0184;история_высший_свет;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A100;2026-03-19;12;Организация «сырной тарелки»;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69bbc2c1c44034744555c3ed;1276;33;16;27;3;0;0;0.0259;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A099;2026-03-20;6;Как избежать неловкости из-за неправильно понятой новости;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69bc543fafa5fb3888a5dfdf;725454;12428;1757;1140;118;55;93;0.0171;0.1414;0.0672;0.0313;0.0529;отношения_общение;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A098;2026-03-21;6;Кто платит за такси?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69bc552c406f6a623f11b68e;878352;50219;25094;18808;410;295;61;0.0572;0.4997;0.0163;0.0118;0.0024;деньги;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A097;2026-03-23;6;Несколько «не» за обедом;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69c074352e14f079eedc3e6a;327330;68209;45372;23554;1530;260;106;0.2084;0.6652;0.0337;0.0057;0.0023;стол_еда;польза;бытовая;нейтрально;нет;0;1;0;0;1;0;0;высокая
A096;2026-03-24;12;Как есть мясные блюда;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69c25bb30304c77280fb360a;2176;35;21;22;2;0;0;0.0161;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A095;2026-03-25;7;Информационный этикет: как за 5 минут понять главные новости дня;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69c26d742951261a4bf2e0c9;544316;9585;1968;1483;116;31;46;0.0176;0.2053;0.0589;0.0158;0.0234;цифровое_общение;польза;бытовая;читатель;нет;1;0;0;0;1;0;0;высокая
A094;2026-03-26;13;Тонкости обращения со специями;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69c508d288e0774576ffb340;1351;11;8;13;4;0;0;0.0081;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A093;2026-03-27;6;Как по этикету заказывать доставку;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69c54337637bea447c6fd675;485704;47844;23559;25082;423;655;110;0.0985;0.4924;0.018;0.0278;0.0047;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;низкая
A092;2026-03-28;7;Как испортить день тому, кто спит рядом;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69c57b02552adb1e403beeea;2855138;317033;139292;105572;3976;1970;653;0.111;0.4394;0.0285;0.0141;0.0047;дом_семья;польза;бытовая;читатель;нет;0;1;0;0;1;0;0;высокая
A091;2026-03-30;6;Этикет в продуктовом магазине;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69c974ad88e0774576ad0c36;590625;25850;14418;14788;547;524;59;0.0438;0.5578;0.0379;0.0363;0.0041;публичные_места_транспорт;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A090;2026-03-31;11;Аперитивы;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69cb878f4d05b60ad9cd7da3;1522;20;7;9;3;0;0;0.0131;;;;;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;низкая
A089;2026-04-01;6;Здрасти, соседи;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69cb8d0db58d5f0c3e830f86;970923;107697;26578;21138;686;163;174;0.1109;0.2468;0.0258;0.0061;0.0065;дом_семья;разъяснение_нормы;бытовая;нейтрально;соседи;0;0;0;0;1;1;0;низкая
A088;2026-04-02;7;Десертные приборы;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69cb99d0b58d5f0c3ea06481;1361;21;6;7;3;0;1;0.0154;;;;;стол_еда;познавательное;узкая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A087;2026-04-03;7;Традиции Вербного воскресенья: как встречают этот день в семье;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69cb9def36d9e77fee59de5a;169399;5931;1366;1380;65;35;54;0.035;0.2303;0.0476;0.0256;0.0395;гости_праздники;познавательное;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A086;2026-04-04;7;Вежливость, которая на самом деле раздражает;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69cb9fd041594c75d035564f;591045;95361;32985;17237;881;628;120;0.1613;0.3459;0.0267;0.019;0.0036;отношения_общение;разбор_чужого_поведения;бытовая;нейтрально;нет;0;1;0;0;0;1;0;высокая
A085;2026-04-06;6;Под землей этикет не ловит;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69d29de84c261661d6151010;63631;4845;2534;2822;129;148;7;0.0761;0.523;0.0509;0.0584;0.0028;публичные_места_транспорт;разбор_чужого_поведения;бытовая;третьи_лица;другое;0;0;0;0;1;0;0;низкая
A084;2026-04-07;11;Подача спиртных напитков: когда и с чем;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69d4b90034d4d861b0fdda9e;1990;39;24;42;5;0;0;0.0196;;;;;стол_еда;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A083;2026-04-08;7;Этикет в магазине одежды;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69d4cbd726c7cf3dc0d4ea81;142075;15167;7428;8442;204;115;22;0.1068;0.4897;0.0275;0.0155;0.003;публичные_места_транспорт;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A082;2026-04-09;7;Тонкости обращения с овощами;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69d4ba111107cd05a600b875;2107;35;19;21;4;0;0;0.0166;;;;;стол_еда;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
A081;2026-04-10;13;Яйца руками не разламывают;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69d8cb6fe78b8c086e5b8519;71271;2234;1174;471;112;53;23;0.0313;0.5255;0.0954;0.0451;0.0196;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;1;0;0;1;1;0;высокая
A080;2026-04-11;6;В чем разница между русской и европейской сервировкой?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69d7ce5bb5a80b525862a2f1;27173;1975;970;1552;103;33;7;0.0727;0.4911;0.1062;0.034;0.0072;стол_еда;познавательное;узкая;нейтрально;нет;0;0;1;0;1;0;0;высокая
A079;2026-04-13;6;Что делать, если ваше окружение далеко от этикета?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69dbf59f5151071d55398701;407368;16589;8619;10122;652;249;56;0.0407;0.5196;0.0756;0.0289;0.0065;отношения_общение;польза;бытовая;читатель;другое;0;1;1;1;0;0;0;высокая
A078;2026-04-14;12;Что делать с косточкой?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69de053b6a5aac3c674439c9;4687;200;106;115;5;0;2;0.0427;0.53;0.0472;0.0;0.0189;стол_еда;польза;бытовая;читатель;нет;0;0;1;0;1;0;0;высокая
A077;2026-04-15;10;Что надеть на работу?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69de08b8a6684003ee8018b8;23274;1846;899;1098;84;57;4;0.0793;0.487;0.0934;0.0634;0.0044;внешний_вид;польза;бытовая;читатель;нет;0;0;1;0;0;0;0;высокая
A076;2026-04-16;13;Шампанское с утра. Зачем?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69e0b9b74e425a1d553b5fd1;96322;12803;9245;8153;617;0;36;0.1329;0.7221;0.0667;0.0;0.0039;стол_еда;разъяснение_нормы;узкая;нейтрально;нет;0;0;1;0;1;0;0;высокая
A075;2026-04-17;7;Скучать по или скучать за?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69e0d3f173d9690519460243;34438;2205;1024;1039;96;129;5;0.064;0.4644;0.0938;0.126;0.0049;отношения_общение;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;1;0;высокая
A074;2026-04-18;7;Как принимать гостей в квартире;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69e0d90b1851bd6b6f3cb7f2;2864643;385068;164775;138509;2104;935;570;0.1344;0.4279;0.0128;0.0057;0.0035;гости_праздники;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A073;2026-04-20;15;Повод поехать в Великий Новгород: выставка «Храмы Земли Русской» до 17 мая;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69e61d3420cb0c0c82b3ec0d;5752;152;66;73;25;18;0;0.0264;0.4342;;;;прочее;познавательное;узкая;нейтрально;нет;1;0;0;0;1;0;0;высокая
A072;2026-04-21;13;Четыре зоны тарелки;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69e748423dba43770d5b3309;1771;30;22;37;3;0;0;0.0169;;;;;стол_еда;разъяснение_нормы;узкая;нейтрально;нет;1;0;0;0;1;0;0;высокая
A071;2026-04-22;7;Вы неправильно чихаете;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69e75284a1a9b957474d3680;275416;9159;4665;5995;279;102;17;0.0333;0.5093;0.0598;0.0219;0.0036;прочее;польза;бытовая;читатель;нет;0;1;0;1;1;1;0;высокая
A070;2026-04-23;13;Почему чашку держат именно так;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69e9f3b6ea98285a8015046a;307574;26925;16875;12848;356;0;51;0.0875;0.6267;0.0211;0.0;0.003;стол_еда;разъяснение_нормы;бытовая;нейтрально;нет;0;0;1;0;1;0;0;высокая
A069;2026-04-24;6;Если вы заметили, что собеседник забыл ваше имя;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69ea039cdeaa9d1e1eb56f5b;30484;5624;3222;1736;417;104;13;0.1845;0.5729;0.1294;0.0323;0.004;отношения_общение;польза;бытовая;читатель;нет;0;0;0;1;1;0;0;высокая
A068;2026-04-25;6;Почему не стоит писать «Доброго времени суток»?;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69ea0422f3e3fa0b120fb45c;1347421;84425;28007;26786;671;992;182;0.0627;0.3317;0.024;0.0354;0.0065;цифровое_общение;разъяснение_нормы;бытовая;читатель;нет;0;1;1;0;1;1;0;высокая
A067;2026-04-27;6;Как всегда выглядеть элегантно;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69ee7ac65b5f074ecdae648f;61319;7780;3528;4714;243;117;22;0.1269;0.4535;0.0689;0.0332;0.0062;внешний_вид;польза;бытовая;читатель;нет;0;0;0;0;0;0;0;высокая
A066;2026-04-28;9;Сервировка BMW;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69f04f142643861053ea94cc;1765;42;11;18;4;0;0;0.0238;;;;;стол_еда;польза;бытовая;читатель;нет;0;0;0;0;1;0;0;высокая
A065;2026-04-29;7;Как празднуют 1 мая в разных странах;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69f1245757a5ad04e57018a2;8015;252;77;90;19;21;0;0.0314;0.3056;;;;гости_праздники;познавательное;бытовая;нейтрально;нет;1;0;0;0;1;0;0;высокая
A064;2026-04-30;9;Правило ножа;https://dzen.ru/media/id/63dd27aac30ab522dcce48b3/69f2f77910d44e45047c5e19;5799;210;143;131;7;0;0;0.0362;0.681;0.049;0.0;0.0;стол_еда;польза;бытовая;нейтрально;нет;0;0;0;0;1;0;0;высокая
